file,bytes,sha256
experiments/PairGuideResetAt99800_20260908/probe_generator_capacity.m,3763,0cd218c880a8073687628dd739ad7c89475655ce21258816762cbd2c195bf9e8
experiments/PairGuideResetAt99800_20260908/reset_records.csv,26425,b2a13519d5b4e4edf68d526879c6d12fb26b600d1d119806acf43aadafbbeeaf
experiments/PairGuideResetAt99800_20260908/reset_summary.csv,7747,9c472a1723179c3e315fadb5b0b45145bf99cd1ce817ee56c639eaba1d7ce1e8
experiments/PairGuideResetAt99800_20260908/run_reset_comparison.m,7199,aa58ae057b5ee122e6d184cbbb4258de4fc08969cc08534cf9e1de6481408fab
experiments/PairGuideResetAt99800_20260908/runs/original_LIRCMOP7_BC_reset0.csv,1377,0a781e7f54bc579cf159d9c8927331d5f52abe3dd2cb1ea32a6298e0e4afcd8e
experiments/PairGuideResetAt99800_20260908/runs/original_LIRCMOP7_BC_reset1.csv,1360,9240a0e066df313b86da638752d748b51453eccad278b94f5b7b1656ff33c16b
experiments/PairGuideResetAt99800_20260908/runs/original_LIRCMOP7_BC_reset2.csv,1364,93ba98b09481bdfdcbb899d2ac9e159f80344e6096ed4f51ae040d054fce6f82
experiments/PairGuideResetAt99800_20260908/runs/original_LIRCMOP7_BC_reset3.csv,1358,a576d9be210b92d5c0ac83b403065d05a85819d14521f003f43bd5df14f8959c
experiments/PairGuideResetAt99800_20260908/runs/original_LIRCMOP8_BC_reset0.csv,1398,d790dee422dc5f2a378a51ae3eedaba3bcf9c7cbfc3c455c2429f591659cfad3
experiments/PairGuideResetAt99800_20260908/runs/original_LIRCMOP8_BC_reset1.csv,1371,f8be908f706ca31ac427544952a57da96e8066301a9e54d0932d1df91c69f339
experiments/PairGuideResetAt99800_20260908/runs/original_LIRCMOP8_BC_reset2.csv,1371,0e761ac66df9845fe64ecba60a6f3b93609bfd2b87ac901c2a149d8d7351e283
experiments/PairGuideResetAt99800_20260908/runs/original_LIRCMOP8_BC_reset3.csv,1374,e1d0528547a2ed0142b3a7518d6344f5ae68e0561be2461e5a9b57c1007620f0
experiments/PairGuideResetAt99800_20260908/runs/stable_no_side_LIRCMOP7_BC_reset0.csv,1415,414176e15fe787e4f5773e8a11b61b710e6acce23734a69f73e25f38ebc1ef21
experiments/PairGuideResetAt99800_20260908/runs/stable_no_side_LIRCMOP7_BC_reset1.csv,1384,054cf8887c959763cb30ff3e998a084f678624b47c07e25c047b606919a2b83b
experiments/PairGuideResetAt99800_20260908/runs/stable_no_side_LIRCMOP7_BC_reset2.csv,1390,080aaccecf00852f30049ad2bfc07415d662898ec60d9e592829052f4757502b
experiments/PairGuideResetAt99800_20260908/runs/stable_no_side_LIRCMOP7_BC_reset3.csv,1388,4c595d08021bdbfe168469b961bee8f1595705486c4fb20ee0d5478878ee6a4f
experiments/PairGuideResetAt99800_20260908/runs/stable_no_side_LIRCMOP8_BC_reset0.csv,1410,3143f1334eb2b1f22b5d9ed14b30401dc7b383affe426872567cd35366df3cc4
experiments/PairGuideResetAt99800_20260908/runs/stable_no_side_LIRCMOP8_BC_reset1.csv,1394,b0ee9921a4b8ca77e5a10bf16dcdbcb38439d6a872b06a21b624bc71fc5a5617
experiments/PairGuideResetAt99800_20260908/runs/stable_no_side_LIRCMOP8_BC_reset2.csv,1395,9aab1572cfde0e7ebd5b5591b3a50cb2adde0e609809c7f9b307de5f025e176a
experiments/PairGuideResetAt99800_20260908/runs/stable_no_side_LIRCMOP8_BC_reset3.csv,1393,89495111afee536343b1a6acc101387ecf8f99e104b43800436884658a09e545
experiments/PairGuideResetAt99800_20260908/runs/stable_side_LIRCMOP7_BC_reset0.csv,1396,fadc54cc80718f9b16409eaf3214d48d497339ba259c6d36d34eacabe68c24b1
experiments/PairGuideResetAt99800_20260908/runs/stable_side_LIRCMOP7_BC_reset1.csv,1378,28fe66b05b1aea74e80780aff8bde4d63577f7748f91bc3cd621e56d613eeb2e
experiments/PairGuideResetAt99800_20260908/runs/stable_side_LIRCMOP7_BC_reset2.csv,1367,2354ab80d03588b9b3ecb9c0c036d7863d1c51054cbd0ca27191107b0009901f
experiments/PairGuideResetAt99800_20260908/runs/stable_side_LIRCMOP7_BC_reset3.csv,1385,2882d2186a8982e15e0f4135b001164ab41c9a0b893a51e3d15ceff6a269877a
experiments/PairGuideResetAt99800_20260908/runs/stable_side_LIRCMOP8_BC_reset0.csv,1395,5ccecdd55f0d13a4729708830098b292164fb58a0da66a7bca2395cbc8bcf079
experiments/PairGuideResetAt99800_20260908/runs/stable_side_LIRCMOP8_BC_reset1.csv,1389,e61fe741d50003985cee599335fe6aba52aacd84027bdc8d73ac318aec645021
experiments/PairGuideResetAt99800_20260908/runs/stable_side_LIRCMOP8_BC_reset2.csv,1383,68dd8eff2e6a5cb1ddf178aff7ba01172f624a809ebb9b8b9f9045c9143a9e33
experiments/PairGuideResetAt99800_20260908/runs/stable_side_LIRCMOP8_BC_reset3.csv,1392,ff19d08e50d56d2ddbdd4d788a8cce5137b9faeca661a612de3bd139d66aa026
experiments/PairGuideResetAt99800_20260908/source_manifest.json,1487,817e1b244a04878058435ac062fda1996151a2b6e16afda1140694a82df8556a
experiments/PairGuideResetAt99800_20260908/summarize_reset.py,3338,f7cfaad9d66a6b76b95e6c4e501258678a5c7f4174112284a6576ad59d24114e
experiments/PairGuideResetAt99800_20260908/verification.csv,1199,fbe27d28ffa578b0e27f98b4474e0e2cfd123ceeeab1f8b7e4cf629bfe60d7f6
experiments/PairGuideResetAt99800_20260908/write_reset_report.py,9267,0de9002a9e85b1580d0e943ca27c65c6c061a2837ca90087bd23392a8c7e212a
experiments/PairGuideSinglePoint_20260907/LIRCMOP5_BC_first_budget.png,211584,5f98939484b4a1317007d90188478468f54d20f2dc026d74c9a61c8ad7fd729b
experiments/PairGuideSinglePoint_20260907/LIRCMOP5_BC_seed01_first_fallback.mat.csv,69,f8e798bda3cbcc280f7c399f0fd67f34c3c22654b656bf7ece6a5aba3aab9580
experiments/PairGuideSinglePoint_20260907/LIRCMOP5_BC_seed02_first_fallback.mat.csv,68,6a253bbf88f96b3c06f18d9ea9634cc4cb3997171b563f6a961331421199b983
experiments/PairGuideSinglePoint_20260907/LIRCMOP5_BC_seed03_first_fallback.mat.csv,69,f5e3b02a36a2e824e2f6691a83eb96941a0908271ab4035591d48d323660406c
experiments/PairGuideSinglePoint_20260907/LIRCMOP6_BC_first_budget.png,233816,62056cfa75322b2b16cdaf42d889487a8128109c6bdfbe24a491302b5db681f8
experiments/PairGuideSinglePoint_20260907/LIRCMOP6_BC_seed01_first_fallback.mat.csv,69,b6cc838527964b23d1eb99c1db5d31399870ce0ed7741cec2a8fa37f7ace8cac
experiments/PairGuideSinglePoint_20260907/LIRCMOP6_BC_seed02_first_fallback.mat.csv,68,9faef365ca6cd86bceed0fc1fc4640b861bf576fbfb2252035416a557213b903
experiments/PairGuideSinglePoint_20260907/LIRCMOP6_BC_seed03_first_fallback.mat.csv,69,10f61060c2ed86b595fd9f78f761dded4832b3e71c5667daf9c942660799a61e
experiments/PairGuideSinglePoint_20260907/LIRCMOP7_BC_first_budget.png,244845,205be0778dede79c4d514161035186eb8f92ee1ac88d4f3db2bb20b8c203d00d
experiments/PairGuideSinglePoint_20260907/LIRCMOP7_BC_seed01_first_fallback.mat.csv,69,ea435b6ac0b081055b9a078e125e17503ab2c8dfd3b8948b2efee5d6309fc26d
experiments/PairGuideSinglePoint_20260907/LIRCMOP7_BC_seed02_first_fallback.mat.csv,68,4e1ef5de56ff3b03a01e927d3041a793babf999d197b7926d661efeeed406d74
experiments/PairGuideSinglePoint_20260907/LIRCMOP7_BC_seed03_first_fallback.mat.csv,69,b434025be441efe560062ec32f5055cdbd137c2bdfe43c5151ce6234c8095741
experiments/PairGuideSinglePoint_20260907/LIRCMOP8_BC_first_budget.png,224179,0a747debe8c01e52c80d3b9d401f18e3acd2db8bb7759618f2e1468462badba1
experiments/PairGuideSinglePoint_20260907/LIRCMOP8_BC_seed01_first_fallback.mat.csv,69,aea44bdd8d41d0b07c8ba35a3c1addd47c4d333598fcb4fe3c51fd78a504d8c6
experiments/PairGuideSinglePoint_20260907/LIRCMOP8_BC_seed02_first_fallback.mat.csv,69,abe06f37ae973b43d6cf0105a64d068ca9328ac384072c9ea86b8e6c22a5611e
experiments/PairGuideSinglePoint_20260907/LIRCMOP8_BC_seed03_first_fallback.mat.csv,69,8e10d63b32e84d13eb92d57996625349a2b1d9de74c86f6c6c96a3d125918bf4
experiments/PairGuideSinglePoint_20260907/RESULTS.md,15503,fce7cadf73893b0dcae333c3a2026131beca1ccf3f6e1e89018997a2b3a4bd72
experiments/PairGuideSinglePoint_20260907/WORK_STATE.md,1877,5f97932a66ed2d4d3a5992dbc2bb526980e54b409d084f6a82836450a97f5e52
experiments/PairGuideSinglePoint_20260907/audit_single_campaign.m,7774,4f02fc897b964a7546e60bd1529df15beed60a2431a42fe841d7a9ed59663da4
experiments/PairGuideSinglePoint_20260907/build_results.py,17455,b095ccdb69b0b10335dc2dc91bc87d8b930bd922ca964fd7d5e1f29ccd2efffc
experiments/PairGuideSinglePoint_20260907/compare_first_use.m,2977,d6f4074c5f4bfcb46a52c2a8ef09a6085d22d526c060ed879b43e969897d9d44
experiments/PairGuideSinglePoint_20260907/completion.json,683,3786dae41f13e3f89ed70322fc5b487a414d322098b036f93d8fb7ba53156d9c
experiments/PairGuideSinglePoint_20260907/conditional_quality.csv,13101,c60b71973fa001c15f3638b170ae7e3453f68e5e4a26e269aaa079bbcdffcecc
experiments/PairGuideSinglePoint_20260907/conditional_quality_mean.csv,2918,e1fd25412aef40e0f42a6339fc628edf01039219bb8ca751a82905d843267044
experiments/PairGuideSinglePoint_20260907/conditional_quality_offline_cost.csv,360,92e9adeb123a4070a6353ae58027b0f0a1233377de9a8df23f333dbf416b598a
experiments/PairGuideSinglePoint_20260907/experiment_plan.json,1027,53dac51e3e6ed24b97e5bcd67e8e4dead35e7d7268cedffe84550203b37719db
experiments/PairGuideSinglePoint_20260907/finalize_first_metadata.m,2142,c3d9c1cc3fe30d866adf63a3d3ba0a240e3567d3620a92144ac04b3e1369bedd
experiments/PairGuideSinglePoint_20260907/finalize_full_run.m,1243,8b3dbf83246b3ebdb7a6a35462a19a9b6828db5fe85894e70eb4782f90bc8fd9
experiments/PairGuideSinglePoint_20260907/first_source_provenance.csv,11895,a92703793a5b25861aafc22b72273ad3d25a158f3907c788a298f150efc97ad2
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_c1lr1000.mat.csv,635,9ece9d239e0d24ea3943a43201ce85c9b7e84c144e8d36867f864c50aa010518
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lr0500.mat.csv,635,06be3b1c8b3fcf2d4cd7515e67b8aa5268dce8eb11477ca326c4b78af46f5f7d
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lr1000.mat.csv,629,1374911fd3e6e4a047e02b86486fda743cd8786feb519a3c16dce94f3f032ce6
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lr2000.mat.csv,625,6b67d0778a030754a8e5ba642b83499ff3eeecce223d1bbd058597895fd7d70b
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lr4000.mat.csv,632,fd868589e4ea66a570f4ad5e51375eeaf2536546d8d74a77388554eb6cd8050c
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lrzero0200.mat.csv,635,65ec2e11006c62e4043c32120bd03b59446c853dc623d477e10f241e353d4d25
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lrzero0500.mat.csv,633,eacc64fc057c4be7dd7be347d535f585bd94a729db59fb0f434d31330d48c295
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lrzero1000.mat.csv,639,2b9b75f48932a98fef10e65f52d70688ab14696355506393c90a84590140dfc6
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lrzero2000.mat.csv,635,5388b45da52aa525b8ecc1d02d078d6454320a9f044f9e78ee15acd31b68d337
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_lrzero4000.mat.csv,639,7a5055dc8890834b07d317f54e6893ce8c49aed198dd235d491cbc8836873bcd
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_mis1000.mat.csv,633,63b40f849673f69a978b7a5e9a72f67499481b097203752b130ffb0877142923
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_mis2000.mat.csv,634,b027d1f60b927ba55cf7b640fe94a3cefabfc875e7496b976f00988a15bd2d30
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_miszero1000.mat.csv,642,6674a09cf91040b4f48f5b1168c9acc535915382380f99fee8664edb25f94ffc
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_miszero2000.mat.csv,635,4b5ed2230198d0d0abede70f09ebb46b2fa0da122bfe7db17608afa0919262ba
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_miszero4000.mat.csv,636,219cdd47df08f7c4ef42081b3d6e4eadef72614b6cfa3b4c8a7ea9407438ceab
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_u0200.mat.csv,614,ff2fc0b629225647befee6f6488274039afd163670ced8751ab9d7426d7f9b63
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_u1000.mat.csv,630,c22077985c6851a07229cb711ef837aea0b13e37449fa5789a781dd532636553
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_u4000.mat.csv,632,c56b76dbad54680282f3a7d0e840c1d1984f11eae6436cd81af83da19015bdf9
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_wide1000.mat.csv,636,dfa0ab8d0fc33f308cc42457d6b9b98dc5fbca3884167c3a3978b3c46c6ab352
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed01_zero1000.mat.csv,633,d343ee4715a17b2393270361a63e86865e491ed9bfd17123a6bc769ae2dc3933
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed02_lrzero0200.mat.csv,626,2f0e4bf4439f960b2a288637ff2385d8b01f7232adf726b5b821847a94a27576
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed02_lrzero0500.mat.csv,637,6df9c8b766b0afc986c234708d927d27873ae832293ea17ebf801f2e90b617fc
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed02_lrzero1000.mat.csv,641,8d67b2f2609c3fb74c09ea69e297c574ad1844ced6d3bb62a009340479fcc7c6
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed02_lrzero2000.mat.csv,636,b7d12c5866b394de2282a0165c576c337ac2af3b15b621dc0ee299ba0df1532f
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed02_lrzero4000.mat.csv,637,9d349ee512ef21e88b8bdb6ee69a7cbdd41d48ba1202c5901817ee47d7ae60b9
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed03_lrzero0200.mat.csv,636,59660cd300200c330e07f61fe2097ca2d251596d2760804a4f34b670e26bc7f6
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed03_lrzero0500.mat.csv,632,0889d5416cf7bee36a66fc78ac345c5045314949dbb8cb8a542517e05568455b
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed03_lrzero1000.mat.csv,633,9ebf5787541df70e952b6c77ab12ffbece328e36853aec9af781a30e171fd6ed
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed03_lrzero2000.mat.csv,633,5bf26afaf1e2f0fa8fd041385a1bd448a34deaffb0f9c1f6903fa24934f67d76
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP5_BC_seed03_lrzero4000.mat.csv,634,04539ef28ffd73c3f21930e24bbf7e1ea8ab82fb178337af9cbeb2caa0438c74
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_c1lr1000.mat.csv,633,6693915a53db1196888240a329ca70e7349f02922550cfcaf533286eac9f2845
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lr0500.mat.csv,624,15f608c2a3739c457dac51c78e3489800f5754b864b22fef898c3c135bc1293d
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lr1000.mat.csv,633,6a8f5fcef081a5054425532260fe8799262beef9b7092d0a7937c8f4353dd422
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lr2000.mat.csv,631,8da22b446d4620e27a1807a118a2533c20278436383497d18fcbd1a6a6e6136b
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lr4000.mat.csv,628,112a30519d54e047e24512012ffead3620d24f8b9353c00041f1d61ee896391e
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lrzero0200.mat.csv,637,f2543b40e78daf70f393a8082f362e9fc2874c5984ad47682ebebdde742d70c6
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lrzero0500.mat.csv,639,bed7401298061eccb5b329c0fc77d9414146453d0834907413aa976970283cd7
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lrzero1000.mat.csv,637,c475e566a90a8fd2becab1b96bf920503c32966e6f73b377ba8fd22a4f97ab00
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lrzero2000.mat.csv,632,2822e7d6f4c383e62252869f7ce0bb2787ac90a1e11756026d314024cbf9ebea
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_lrzero4000.mat.csv,639,9bd016bdf8f177c17868b422756bf7fca18a2cf95d4501e2bc0ce089ee266a6a
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_mis1000.mat.csv,632,5af33099efbded70107db316bb8918b896b2702718f79c729cd7ae270b8c183e
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_mis2000.mat.csv,636,70215852e9e603400f57282cf43e86b509125de492a94c85f7e99183e8c90251
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_miszero1000.mat.csv,640,0032bc8edc7c7535b75184ebbc7044d74eb897ca4edbf72e03320ac3fe5fd5e5
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_miszero2000.mat.csv,639,770fddbfed22eb23eef5de5de89a0469fd8bd35bd6a3ed760a8b2517b7800bdb
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_miszero4000.mat.csv,632,2b97d14a78a68b96e77cb421ddc0ee9e41ef19f0d519b4c6e84fec514b3e553c
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_u0200.mat.csv,612,442faf04bd87937fe8cc05cc1d9bbee7517bc9193d0d54342c938da992e5205d
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_u1000.mat.csv,633,48766023bb959c46365f6570bdd4b676e43b3a9fcd7654faf0a4dab9d768247e
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_u4000.mat.csv,628,c66772c621b6cf87a954c422db17283a181cc9ab81de55afe38504b1fa3d2bc4
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_wide1000.mat.csv,630,c12ebf9c5844e5fe7448e82bad3f9ef8fe66b0d7bbca0dad953b6bfb0a5c4e78
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed01_zero1000.mat.csv,637,d55325803bd01675588647bfc21c5e026ce1b0ccfd190365a85cc1c177816742
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed02_lrzero0200.mat.csv,638,595c027e85a85a203d03714e24b9b96a4e2fa0fd12d6f7fbbffd7e69302d2f13
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed02_lrzero0500.mat.csv,635,491a640ecee21a664c8245213e983a8351f09994a726f3970c1aae8535630047
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed02_lrzero1000.mat.csv,633,de91c87c2408e029e2d8d817f08802f139afc409df06fe907d8eab0058f91023
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed02_lrzero2000.mat.csv,639,ccf6c52660eb6ccd298f5f47cc4d4048a0a7b6b13a1d5e29897e37e08dded955
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed02_lrzero4000.mat.csv,634,2026725a12bc74e99c5346637c782c266126f417a54c4614999dfabbf26b4e50
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed03_lrzero0200.mat.csv,635,6fbf669a3d9b741138570cbe8fe8b7645e99d3a1332cf7d3025fb68ce32a0704
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed03_lrzero0500.mat.csv,638,fcd1f90e2287df9e87d539e9229cb76225a272cbd54fd0367f89701602640306
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed03_lrzero1000.mat.csv,636,4ad732d1cf45d624e1c281521baeaf7a21cb5736b5e4673a14029e0eb709c511
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed03_lrzero2000.mat.csv,633,4691bc9139bb1f78192398fdd62bc0f64e8d82576d9811116ad44ed47f98ea31
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP6_BC_seed03_lrzero4000.mat.csv,640,e12d24333916297b0e0edb6b603a7f633628220f088c422fc3af3331ce723230
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_c1lr1000.mat.csv,636,1930c6d5dbcac08a6f27a8005bd62e36d67346be45b9165ea8df0d829f907baa
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lr0500.mat.csv,632,be5b50c353d7698ac0b7ea1e1f58cf7c4aa86f6eeee6522a971453d43caae37b
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lr1000.mat.csv,628,e10569895b3f5109019d1ea6ce74c8b6e1308d5a04f4c0606729cf6e98a1c1b5
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lr2000.mat.csv,634,b7d14b6ebb514c5f864f0c83917f0d9ba3aa20715fc4a9bfb7acab19e47c12bf
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lr4000.mat.csv,635,5c2bed7267c45201865a7c93b36110996ac2495c441ae321de29e640f64fc864
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lrzero0200.mat.csv,635,b6b55373246da413efe1a935697c67a8041a554fa0bd60a29079a375570dd8dd
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lrzero0500.mat.csv,627,07a638610c6d544e7df678dfbbd74e1b3078bdf1dd8d4d60d2c98e149e32d526
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lrzero1000.mat.csv,630,a464dd3dfc35267d8b6445c311df079d0000cfaa91238d98c92110ce2f9484aa
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lrzero2000.mat.csv,632,f54d51489dbe7d488f6903cff94f8bab76576d6fd76af395a90801b7557874a5
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_lrzero4000.mat.csv,639,4ca4b4cb1d195cf75c9f042088b1484397fc822dc2d09e0e09bbe905fed626c7
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_m0_control.mat.csv,614,79b5cc9d3d269577b162614dff4a4791250051b1250a31a22819e872450319be
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_mis1000.mat.csv,635,9d2b208dc25f0be5762b6455f895c01e851c68382c1339e36afb070abae48676
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_mis2000.mat.csv,635,196811f8dc402b9dde3e26c9d1a3b15f5579e447a09c1b0e39507ea5df6aa185
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_miszero1000.mat.csv,638,c03529fc04177958f093fb9027cec833a0b54a0784d79d14980de7c58c4b97cc
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_miszero2000.mat.csv,638,9cd137435e191edd44735074eb77946d8f51f82323ddb2eb9921327bf08852cf
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_miszero4000.mat.csv,627,7cb3e2011fcbb0365b6028f65376abb85538da9c17bc154d13cb3ca874c5af4f
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_u0200.mat.csv,609,9d03da3fb992ab3d5f1f0d89b8a5553633dbe74e279979fba621b8b11af5fbcc
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_u1000.mat.csv,632,8518235efe99b10c7edaf64b5d9a4ab3055d875ed87d6234bfecc94026e7a3a3
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_u4000.mat.csv,632,34a1b61026f1e4e9a74222d474fc97133b51b69c359ec7afc677d94cd026f155
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_wide1000.mat.csv,637,0140f714256429b7aae72b3096a99d61b42961426a2b704efa1d1c63d66550b5
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed01_zero1000.mat.csv,630,3ad76cafcfd16ba14b9f1d1cac0d23a6225c9c9b825f888777131b90977260a1
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed02_lrzero0200.mat.csv,629,4e14d1ebec54cf147ed0796e5994136914b802fcd824f484cbca09fb8c711dac
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed02_lrzero0500.mat.csv,629,c309700b212a2b24a0f9fc61914756b51d3996155102b3e066de32039c40b927
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed02_lrzero1000.mat.csv,636,6f90c8065d9dde459a2b80d0e306f6bd6d6f25630e27aef42e749c2c69673a5c
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed02_lrzero2000.mat.csv,628,422c0a10043b27927397626b218835c273cb54d142e6de9b07d7facf6d6f1170
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed02_lrzero4000.mat.csv,632,3ca46ff338ea8f13d6602c6bd4f2858fd0a8112e5e22fe7d81f64fe9fe08d5ce
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed03_lrzero0200.mat.csv,630,4bb4eeecb18a3ac29780ffac6e2cbfe45c449fec4f106b0453b961453c49ee22
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed03_lrzero0500.mat.csv,633,8923ea2708a787803b6d9c6a861cafd351f39afa8ee1292f173f346d431ec42e
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed03_lrzero1000.mat.csv,639,a1f5a37468b11aa2e48b16e2566043280ef1b6960b0f13b2006dc977852b4ad1
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed03_lrzero2000.mat.csv,636,c3ab58283c1f5c5308706670d09ee5efa95500cb2c53b922a3301bc8f27c4a8f
experiments/PairGuideSinglePoint_20260907/first_use/LIRCMOP7_BC_seed03_lrzero4000.mat.csv,631,d8eca9a51cd14caccdd577d43d9db5129553a48ac6efff1639c3d4aa71713dd9
